words;score
wymarzyły;9
wymarzyłyby;9
wymarzyłybyście;9
wymarzyłybyśmy;9
wymarzyłyście;9
wymarzyłyśmy;9
wymarzymy;9
wymarzysz;9
wymarzywszy;9
wymarzże;9
wyróżnia;7
wyróżniacie;7
wyróżniaj;7
wyróżniają;7
wyróżniając;7
wyróżniająca;7
wyróżniającą;7
wyróżniające;7
wyróżniającego;7
wyróżniającej;7
wyróżniającemu;7
wyróżniający;7
wyróżniających;7
wyróżniającym;7
wyróżniającymi;7
wyróżniajcie;7
wyróżniajcież;7
wyróżniajmy;7
wyróżniajmyż;7
wyróżniajże;7
wyróżniali;7
wyróżnialiby;7
wyróżnialibyście;7
wyróżnialibyśmy;7
wyróżnialiście;7
wyróżnialiśmy;7
wyróżniał;7
wyróżniała;7
wyróżniałaby;7
wyróżniałabym;7
wyróżniałabyś;7
wyróżniałam;7
wyróżniałaś;7
wyróżniałby;7
wyróżniałbym;7
wyróżniałbyś;7
wyróżniałem;7
wyróżniałeś;7
wyróżniało;7
wyróżniałoby;7
wyróżniały;7
wyróżniałyby;7
wyróżniałybyście;7
wyróżniałybyśmy;7
wyróżniałyście;7
wyróżniałyśmy;7
wyróżniam;7
wyróżniamy;7
wyróżniana;7
wyróżnianą;7
wyróżniane;7
wyróżnianego;7
wyróżnianej;7
wyróżnianemu;7
wyróżniani;7
wyróżniania;7
wyróżnianiach;7
wyróżnianiami;7
wyróżnianie;7
wyróżnianiem;7
wyróżnianiom;7
wyróżnianiu;7
wyróżniano;7
wyróżniany;7
wyróżnianych;7
wyróżnianym;7
wyróżnianymi;7
wyróżniań;7
wyróżniasz;7
wystarczająca;2
wystarczającą;2
wystarczające;2
wystarczającego;2
wystarczającej;2
wystarczającemu;2
wystarczająco;2
wystarczających;2
wystarczającym;2
wystarczającymi;2
wyśmienici;7
wyśmienitą;7
wyśmienite;7
wyśmienitego;7
wyśmienitej;7
wyśmienitemu;7
wyśmienitych;7
wyśmienitym;7
wyśmienitymi;7
wytrzymali;6
wytrzymałą;6
wytrzymałego;6
wytrzymałej;6
wytrzymałemu;6
wytrzymałości;6
wytrzymałościach;6
wytrzymałościami;6
wytrzymałością;6
wytrzymałościom;6
wytrzymałych;6
wytrzymałym;6
wytrzymałymi;6
wytrzymuj;6
wytrzymują;6
wytrzymując;6
wytrzymująca;6
wytrzymującą;6
wytrzymujące;6
wytrzymującego;6
wytrzymującej;6
wytrzymującemu;6
wytrzymujący;6
wytrzymujących;6
wytrzymującym;6
wytrzymującymi;6
wytrzymujcie;6
wytrzymujcież;6
wytrzymuje;6
wytrzymujecie;6
wytrzymujemy;6
wytrzymujesz;6
wytrzymuję;6
wytrzymujmy;6
wytrzymujmyż;6
wytrzymujże;6
wytrzymywali;6
wytrzymywaliby;6
wytrzymywalibyście;6
wytrzymywalibyśmy;6
wytrzymywaliście;6
wytrzymywaliśmy;6
wytrzymywał;6
wytrzymywała;6
wytrzymywałaby;6
wytrzymywałabym;6
wytrzymywałabyś;6
wytrzymywałam;6
wytrzymywałaś;6
wytrzymywałby;6
wytrzymywałbym;6
wytrzymywałbyś;6
wytrzymywałem;6
wytrzymywałeś;6
wytrzymywało;6
wytrzymywałoby;6
wytrzymywały;6
wytrzymywałyby;6
wytrzymywałybyście;6
wytrzymywałybyśmy;6
wytrzymywałyście;6
wytrzymywałyśmy;6
wytrzymywana;6
wytrzymywaną;6
wytrzymywane;6
wytrzymywanego;6
wytrzymywanej;6
wytrzymywanemu;6
wytrzymywani;6
wytrzymywania;6
wytrzymywaniach;6
wytrzymywaniami;6
wytrzymywanie;6
wytrzymywaniem;6
wytrzymywaniom;6
wytrzymywaniu;6
wytrzymywano;6
wytrzymywany;6
wytrzymywanych;6
wytrzymywanym;6
wytrzymywanymi;6
wytrzymywań;6
wzorowa;7
wzorową;7
wzorowe;7
wzorowego;7
wzorowej;7
wzorowemu;7
wzorowi;7
wzorowych;7
wzorowym;7
wzorowymi;7
zaawansowaną;6
zaawansowane;6
zaawansowanego;6
zaawansowanej;6
zaawansowanemu;6
zaawansowani;6
zaawansowanych;6
zaawansowanym;6
zaawansowanymi;6
zabójcza;9
zabójczą;9
zabójcze;9
zabójczego;9
zabójczej;9
zabójczemu;9
zabójczo;9
zabójczych;9
zabójczym;9
zabójczymi;9
zachęca;6
zachęcacie;6
zachęcaj;6
zachęcają;6
zachęcając;6
zachęcająca;6
zachęcającą;6
zachęcające;6
zachęcającego;6
zachęcającej;6
zachęcającemu;6
zachęcający;6
zachęcających;6
zachęcającym;6
zachęcającymi;6
zachęcajcie;6
zachęcajcież;6
zachęcajmy;6
zachęcajmyż;6
zachęcajże;6
zachęcali;6
zachęcaliby;6
zachęcalibyście;6
zachęcalibyśmy;6
zachęcaliście;6
zachęcaliśmy;6
zachęcał;6
zachęcała;6
zachęcałaby;6
zachęcałabym;6
zachęcałabyś;6
zachęcałam;6
zachęcałaś;6
zachęcałby;6
zachęcałbym;6
zachęcałbyś;6
zachęcałem;6
zachęcałeś;6
zachęcało;6
zachęcałoby;6
zachęcały;6
zachęcałyby;6
zachęcałybyście;6
zachęcałybyśmy;6
zachęcałyście;6
zachęcałyśmy;6
zachęcam;6
zachęcamy;6
zachęcana;6
zachęcaną;6
zachęcane;6
zachęcanego;6
zachęcanej;6
zachęcanemu;6
zachęcani;6
zachęcania;6
zachęcaniach;6
zachęcaniami;6
zachęcanie;6
zachęcaniem;6
zachęcaniom;6
zachęcaniu;6
zachęcano;6
zachęcany;6
zachęcanych;6
zachęcanym;6
zachęcanymi;6
zachęcań;6
zachęcasz;6
zachęcą;6
zachęceni;6
zachęcenia;6
zachęceniach;6
zachęceniami;6
zachęcenie;6
zachęceniem;6
zachęceniom;6
zachęceniu;6
zachęceń;6
zachęcę;6
zachęci;6
zachęcicie;6
zachęcili;6
zachęciliby;6
zachęcilibyście;6
zachęcilibyśmy;6
zachęciliście;6
zachęciliśmy;6
zachęcił;6
zachęciła;6
zachęciłaby;6
zachęciłabym;6
zachęciłabyś;6
zachęciłam;6
zachęciłaś;6
zachęciłby;6
zachęciłbym;6
zachęciłbyś;6
zachęciłem;6
zachęciłeś;6
zachęciło;6
zachęciłoby;6
zachęciły;6
zachęciłyby;6
zachęciłybyście;6
zachęciłybyśmy;6
zachęciłyście;6
zachęciłyśmy;6
zachęcimy;6
zachęcisz;6
zachęciwszy;6
zachęcona;6
zachęconą;6
zachęcone;6
zachęconego;6
zachęconej;6
zachęconemu;6
zachęcono;6
zachęcony;6
zachęconych;6
zachęconym;6
zachęconymi;6
zachęć;6
zachęćcie;6
zachęćcież;6
zachęćmy;6
zachęćmyż;6
zachęćże;10
zachwala;8
zachwalacie;8
zachwalaj;8
zachwalają;8
zachwalając;8
zachwalająca;8
zachwalającą;8
zachwalające;8
zachwalającego;8
zachwalającej;8
zachwalającemu;8
zachwalający;8
zachwalających;8
zachwalającym;8
zachwalającymi;8
zachwalajcie;8
zachwalajcież;8
zachwalajmy;8
zachwalajmyż;8
zachwalajże;8
zachwalali;8
zachwalaliby;8
zachwalalibyście;8
zachwalalibyśmy;8
zachwalaliście;8
zachwalaliśmy;8
zachwalał;8
zachwalała;8
zachwalałaby;8
zachwalałabym;8
zachwalałabyś;8
zachwalałam;8
zachwalałaś;8
zachwalałby;8
zachwalałbym;8
zachwalałbyś;8
zachwalałem;8
zachwalałeś;8
zachwalało;8
zachwalałoby;8
zachwalały;8
zachwalałyby;8
zachwalałybyście;8
zachwalałybyśmy;8
zachwalałyście;8
zachwalałyśmy;8
zachwalam;8
zachwalamy;8
zachwalana;8
zachwalaną;8
zachwalane;8
zachwalanego;8
zachwalanej;8
zachwalanemu;8
zachwalani;8
zachwalania;8
zachwalaniach;8
zachwalaniami;8
zachwalanie;8
zachwalaniem;8
zachwalaniom;8
zachwalaniu;8
zachwalano;8
zachwalany;8
zachwalanych;8
zachwalanym;8
zachwalanymi;8
zachwalań;8
zachwalasz;8
zachwyca;10
zachwycacie;10
zachwycaj;10
zachwycając;10
zachwycającą;10
zachwycające;10
zachwycającego;10
zachwycającej;10
zachwycającemu;10
zachwycająco;10
zachwycających;10
zachwycającym;10
zachwycającymi;10
zachwycajcie;10
zachwycajcież;10
zachwycajmy;10
zachwycajmyż;10
zachwycajże;10
zachwycali;10
zachwycaliby;10
zachwycalibyście;10
zachwycalibyśmy;10
zachwycaliście;10
zachwycaliśmy;10
zachwycał;10
zachwycała;10
zachwycałaby;10
zachwycałabym;10
zachwycałabyś;10
zachwycałam;10
zachwycałaś;10
zachwycałby;10
zachwycałbym;10
zachwycałbyś;10
zachwycałem;10
zachwycałeś;10
zachwycało;10
zachwycałoby;10
zachwycały;10
zachwycałyby;10
zachwycałybyście;10
zachwycałybyśmy;10
zachwycałyście;10
zachwycałyśmy;10
zachwycam;10
zachwycamy;10
zachwycana;10
zachwycaną;10
zachwycane;10
zachwycanego;10
zachwycanej;10
zachwycanemu;10
zachwycani;10
zachwycania;10
zachwycaniach;10
zachwycaniami;10
zachwycanie;10
zachwycaniem;10
zachwycaniom;10
zachwycaniu;10
zachwycano;10
zachwycany;10
zachwycanych;10
zachwycanym;10
zachwycanymi;10
zachwycań;10
zachwycasz;10
zachwycą;10
zachwyceni;10
zachwycenia;10
zachwyceniach;10
zachwyceniami;10
zachwycenie;10
zachwyceniem;10
zachwyceniom;10
zachwyceniu;10
zachwyceń;10
zachwycę;10
zachwyci;10
zachwycicie;10
zachwycie;10
zachwycili;10
zachwyciliby;10
zachwycilibyście;10
zachwycilibyśmy;10
zachwyciliście;10
zachwyciliśmy;10
zachwycił;10
zachwyciła;10
zachwyciłaby;10
zachwyciłabym;10
zachwyciłabyś;10
zachwyciłam;10
zachwyciłaś;10
zachwyciłby;10
zachwyciłbym;10
zachwyciłbyś;10
zachwyciłem;10
zachwyciłeś;10
zachwyciło;10
zachwyciłoby;10
zachwyciły;10
zachwyciłyby;10
zachwyciłybyście;10
zachwyciłybyśmy;10
zachwyciłyście;10
zachwyciłyśmy;10
zachwycimy;10
zachwycisz;10
zachwyciwszy;10
zachwycona;10
zachwyconą;10
zachwycone;10
zachwyconego;10
zachwyconej;10
zachwyconemu;10
zachwycono;10
zachwycony;10
zachwyconych;10
zachwyconym;10
zachwyconymi;10
zachwyć;10
zachwyćcie;10
zachwyćcież;10
zachwyćmy;10
zachwyćmyż;10
zachwyćże;10
zachwytach;10
zachwytami;10
zachwytem;10
zachwytom;10
zachwytowi;10
zachwytów;10
zachwytu;10
zachwyty;10
zaciekaw;5
zaciekawcie;5
zaciekawcież;5
zaciekawi;5
zaciekawią;5
zaciekawicie;5
zaciekawieni;5
zaciekawienia;5
zaciekawieniach;5
zaciekawieniami;5
zaciekawienie;5
zaciekawieniem;5
zaciekawieniom;5
zaciekawieniu;5
zaciekawień;5
zaciekawię;5
zaciekawili;5
zaciekawiliby;5
zaciekawilibyście;5
zaciekawilibyśmy;5
zaciekawiliście;5
zaciekawiliśmy;5
zaciekawił;5
zaciekawiła;5
zaciekawiłaby;5
zaciekawiłabym;5
zaciekawiłabyś;5
zaciekawiłam;5
zaciekawiłaś;5
zaciekawiłby;5
zaciekawiłbym;5
zaciekawiłbyś;5
zaciekawiłem;5
zaciekawiłeś;5
zaciekawiło;5
zaciekawiłoby;5
zaciekawiły;5
zaciekawiłyby;5
zaciekawiłybyście;5
zaciekawiłybyśmy;5
zaciekawiłyście;5
zaciekawiłyśmy;5
zaciekawimy;5
zaciekawiona;5
zaciekawioną;5
zaciekawione;5
zaciekawionego;5
zaciekawionej;5
zaciekawionemu;5
zaciekawiono;5
zaciekawiony;5
zaciekawionych;5
zaciekawionym;5
zaciekawionymi;5
zaciekawisz;5
zaciekawiwszy;5
zaciekawmy;5
zaciekawmyż;5
zaciekawże;5
zacna;5
zacną;5
zacne;5
zacnego;5
zacnej;5
zacnemu;5
zacni;5
zacnie;5
zacnych;5
zacnym;5
zacnymi;5
zadowol;7
zadowolą;7
zadowolcie;7
zadowolcież;7
zadowoleni;7
zadowolenia;7
zadowoleniach;7
zadowoleniami;7
zadowoleniem;7
zadowoleniom;7
zadowoleniu;7
zadowoleń;7
zadowolę;7
zadowoli;7
zadowolicie;7
zadowolili;7
zadowoliliby;7
zadowolilibyście;7
zadowolilibyśmy;7
zadowoliliście;7
zadowoliliśmy;7
zadowolił;7
zadowoliła;7
zadowoliłaby;7
zadowoliłabym;7
zadowoliłabyś;7
zadowoliłam;7
zadowoliłaś;7
zadowoliłby;7
zadowoliłbym;7
zadowoliłbyś;7
zadowoliłem;7
zadowoliłeś;7
zadowoliło;7
zadowoliłoby;7
zadowoliły;7
zadowoliłyby;7
zadowoliłybyście;7
zadowoliłybyśmy;7
zadowoliłyście;7
zadowoliłyśmy;7
zadowolimy;7
zadowolisz;7
zadowoliwszy;7
zadowolmy;7
zadowolmyż;7
zadowoloną;7
zadowolone;7
zadowolonego;7
zadowolonej;7
zadowolonemu;7
zadowolono;7
zadowolonych;7
zadowolonym;7
zadowolonymi;7
zadowolże;7
zadowól;7
zadowólcie;7
zadowólcież;7
zadowólmy;7
zadowólmyż;7
zadowólże;7
zadziw;7
zadziwcie;7
zadziwcież;7
zadziwi;7
zadziwia;7
zadziwiacie;7
zadziwiaj;7
zadziwiają;7
zadziwiając;7
zadziwiająca;7
zadziwiającą;7
zadziwiające;7
zadziwiającego;7
zadziwiającej;7
zadziwiającemu;7
zadziwiających;7
zadziwiającym;7
zadziwiającymi;7
zadziwiajcie;7
zadziwiajcież;7
zadziwiajmy;7
zadziwiajmyż;7
zadziwiajże;7
zadziwiali;7
zadziwialiby;7
zadziwialibyście;7
zadziwialibyśmy;7
zadziwialiście;7
zadziwialiśmy;7
zadziwiał;7
zadziwiała;7
zadziwiałaby;7
zadziwiałabym;7
zadziwiałabyś;7
zadziwiałam;7
zadziwiałaś;7
zadziwiałby;7
zadziwiałbym;7
zadziwiałbyś;7
zadziwiałem;7
zadziwiałeś;7
zadziwiało;7
zadziwiałoby;7
zadziwiały;7
zadziwiałyby;7
zadziwiałybyście;7
zadziwiałybyśmy;7
zadziwiałyście;7
zadziwiałyśmy;7
zadziwiam;7
zadziwiamy;7
zadziwiana;7
zadziwianą;7
zadziwiane;7
zadziwianego;7
zadziwianej;7
zadziwianemu;7
zadziwiani;7
zadziwiania;7
zadziwianiach;7
zadziwianiami;7
zadziwianie;7
zadziwianiem;7
zadziwianiom;7
zadziwianiu;7
zadziwiano;7
zadziwiany;7
zadziwianych;7
zadziwianym;7
zadziwianymi;7
zadziwiań;7
zadziwiasz;7
zadziwią;7
zadziwicie;7
zadziwieni;7
zadziwienia;7
zadziwieniach;7
zadziwieniami;7
zadziwienie;7
zadziwieniem;7
zadziwieniom;7
zadziwieniu;7
zadziwień;7
zadziwię;7
zadziwili;7
zadziwiliby;7
zadziwilibyście;7
zadziwilibyśmy;7
zadziwiliście;7
zadziwiliśmy;7
zadziwił;7
zadziwiła;7
zadziwiłaby;7
zadziwiłabym;7
zadziwiłabyś;7
zadziwiłam;7
zadziwiłaś;7
zadziwiłby;7
zadziwiłbym;7
zadziwiłbyś;7
zadziwiłem;7
zadziwiłeś;7
zadziwiło;7
zadziwiłoby;7
zadziwiły;7
zadziwiłyby;7
zadziwiłybyście;7
zadziwiłybyśmy;7
zadziwiłyście;7
zadziwiłyśmy;7
zadziwimy;7
zadziwiona;7
zadziwioną;7
zadziwione;7
zadziwionego;7
zadziwionej;7
zadziwionemu;7
zadziwiono;7
zadziwiony;7
zadziwionych;7
zadziwionym;7
zadziwionymi;7
zadziwisz;7
zadziwiwszy;7
zadziwmy;7
zadziwmyż;7
zadziwże;7
zafascynowali;8
zafascynowaliby;8
zafascynowalibyście;8
zafascynowalibyśmy;8
zafascynowaliście;8
zafascynowaliśmy;8
zafascynował;8
zafascynowała;8
zafascynowałaby;8
zafascynowałabym;8
zafascynowałabyś;8
zafascynowałam;8
zafascynowałaś;8
zafascynowałby;8
zafascynowałbym;8
zafascynowałbyś;8
zafascynowałem;8
zafascynowałeś;8
zafascynowało;8
zafascynowałoby;8
zafascynowały;8
zafascynowałyby;8
zafascynowałybyście;8
zafascynowałybyśmy;8
zafascynowałyście;8
zafascynowałyśmy;8
zafascynowana;8
zafascynowaną;8
zafascynowane;8
zafascynowanego;8
zafascynowanej;8
zafascynowanemu;8
zafascynowani;8
zafascynowania;8
zafascynowaniach;8
zafascynowaniami;8
zafascynowanie;8
zafascynowaniem;8
zafascynowaniom;8
zafascynowaniu;8
zafascynowano;8
zafascynowany;8
zafascynowanych;8
zafascynowanym;8
zafascynowanymi;8
zafascynowań;8
zafascynowawszy;8
zafascynuj;8
zafascynują;8
zafascynujcie;8
zafascynujcież;8
zafascynuje;8
zafascynujecie;8
zafascynujemy;8
zafascynujesz;8
zafascynuję;8
zafascynujmy;8
zafascynujmyż;8
zafascynujże;8
zainteresowane;6
zainteresowanego;6
zainteresowanemu;6
zainteresowani;6
zainteresowanych;6
zainteresowanym;6
zainteresowanymi;6
zajebista;8
zajebistą;8
zajebiste;8
zajebistego;8
zajebistej;8
zajebistemu;8
zajebistych;8
zajebistym;8
zajebistymi;8
zajebiści;8
zajebiście;8
zakocha;9
zakochacie;9
zakochaj;9
zakochają;9
zakochajcie;9
zakochajcież;9
zakochajmy;9
zakochajmyż;9
zakochajże;9
zakochali;9
zakochaliby;9
zakochalibyście;9
zakochalibyśmy;9
zakochaliście;9
zakochaliśmy;9
zakochał;9
zakochała;9
zakochałaby;9
zakochałabym;9
zakochałabyś;9
zakochałaś;9
zakochałby;9
zakochałbym;9
zakochałbyś;9
zakochałem;9
zakochałeś;9
zakochało;9
zakochałoby;9
zakochały;9
zakochałyby;9
zakochałybyście;9
zakochałybyśmy;9
zakochałyście;9
zakochałyśmy;9
zakocham;9
zakochamy;9
zakochaną;9
zakochane;9
zakochanego;9
zakochanej;9
zakochanemu;9
zakochani;9
zakochania;9
zakochaniach;9
zakochaniami;9
zakochanie;9
zakochaniem;9
zakochaniom;9
zakochaniu;9
zakochano;9
zakochanych;9
zakochanym;9
zakochanymi;9
zakochań;9
zakochasz;9
zakochawszy;9
zalecie;5
zalet;5
zaletach;5
zaletami;5
zaletą;5
zaletę;5
zaleto;5
zaletom;5
zalety;5
zarąbista;8
zarąbistą;8
zarąbiste;8
zarąbistego;8
zarąbistej;8
zarąbistemu;8
zarąbistych;8
zarąbistym;8
zarąbistymi;8
zarąbiści;8
zasłudze;5
zasług;5
zasługach;5
zasługami;5
zasługą;5
zasługę;5
zasługi;5
zasługiwali;5
zasługiwaliby;5
zasługiwalibyście;5
zasługiwalibyśmy;5
zasługiwaliście;5
zasługiwaliśmy;5
zasługiwał;5
zasługiwała;5
zasługiwałaby;5
zasługiwałabym;5
zasługiwałabyś;5
zasługiwałam;5
zasługiwałaś;5
zasługiwałby;5
zasługiwałbym;5
zasługiwałbyś;5
zasługiwałem;5
zasługiwałeś;5
zasługiwało;5
zasługiwałoby;5
zasługiwały;5
zasługiwałyby;5
zasługiwałybyście;5
zasługiwałybyśmy;5
zasługiwałyście;5
zasługiwałyśmy;5
zasługiwania;5
zasługiwaniach;5
zasługiwaniami;5
zasługiwanie;5
zasługiwaniem;5
zasługiwaniom;5
zasługiwaniu;5
zasługiwano;5
zasługiwań;5
zasługo;5
zasługom;5
zasługuj;5
zasługują;5
zasługując;5
zasługująca;5
zasługującą;5
zasługujące;5
zasługującego;5
zasługującej;5
zasługującemu;5
zasługujący;5
zasługujących;5
zasługującym;5
zasługującymi;5
zasługujcie;5
zasługujcież;5
zasługuje;5
zasługujecie;5
zasługujemy;5
zasługujesz;5
zasługuję;5
zasługujmy;5
zasługujmyż;5
zasługujże;5
zasłużeni;5
zasłużone;5
zasłużonego;5
zasłużonemu;5
zasłużonych;5
zasłużonym;5
zasłużonymi;5
zaurocz;7
zauroczą;7
zauroczcie;7
zauroczcież;7
zauroczeni;7
zauroczenia;7
zauroczeniach;7
zauroczeniami;7
zauroczenie;7
zauroczeniem;7
zauroczeniom;7
zauroczeniu;7
zauroczeń;7
zauroczę;7
zauroczmy;7
zauroczmyż;7
zauroczona;7
zauroczoną;7
zauroczone;7
zauroczonego;7
zauroczonej;7
zauroczonemu;7
zauroczono;7
zauroczony;7
zauroczonych;7
zauroczonym;7
zauroczonymi;7
zauroczy;7
zauroczycie;7
zauroczyli;7
zauroczyliby;7
zauroczylibyście;7
zauroczylibyśmy;7
zauroczyliście;7
zauroczyliśmy;7
zauroczył;7
zauroczyła;7
zauroczyłaby;7
zauroczyłabym;7
zauroczyłabyś;7
zauroczyłam;7
zauroczyłaś;7
zauroczyłby;7
zauroczyłbym;7
zauroczyłbyś;7
zauroczyłem;7
zauroczyłeś;7
zauroczyło;7
zauroczyłoby;7
zauroczyły;7
zauroczyłyby;7
zauroczyłybyście;7
zauroczyłybyśmy;7
zauroczyłyście;7
zauroczyłyśmy;7
zauroczymy;7
zauroczysz;7
zauroczywszy;7
zauroczże;7
zdrowe;5
zdrowego;5
zdrowemu;5
zdrowi;5
zdrowych;5
zdrowym;5
zdrowymi;5
zdziała;5
zdziałacie;5
zdziałaj;5
zdziałają;5
zdziałajcie;5
zdziałajcież;5
zdziałajmy;5
zdziałajmyż;5
zdziałajże;5
zdziałali;5
zdziałaliby;5
zdziałalibyście;5
zdziałalibyśmy;5
zdziałaliście;5
zdziałaliśmy;5
zdziałał;5
zdziałała;5
zdziałałaby;5
zdziałałabym;5
zdziałałabyś;5
zdziałałam;5
zdziałałaś;5
zdziałałby;5
zdziałałbym;5
zdziałałbyś;5
zdziałałem;5
zdziałałeś;5
zdziałało;5
zdziałałoby;5
zdziałały;5
zdziałałyby;5
zdziałałybyście;5
zdziałałybyśmy;5
zdziałałyście;5
zdziałałyśmy;5
zdziałam;5
zdziałamy;5
zdziałana;5
zdziałaną;5
zdziałane;5
zdziałanego;5
zdziałanej;5
zdziałanemu;5
zdziałani;5
zdziałania;5
zdziałaniach;5
zdziałaniami;5
zdziałanie;5
zdziałaniem;5
zdziałaniom;5
zdziałaniu;5
zdziałano;5
zdziałany;5
zdziałanych;5
zdziałanym;5
zdziałanymi;5
zdziałań;5
zdziałasz;5
zdziaławszy;5
zgodna;5
zgodną;5
zgodne;5
zgodnego;5
zgodnej;5
zgodnemu;5
zgodni;5
zgodnie;5
zgodnych;5
zgodnym;5
zgodnymi;5
zgrabna;5
zgrabną;5
zgrabne;5
zgrabnego;5
zgrabnej;5
zgrabnemu;5
zgrabni;5
zgrabnie;5
zgrabności;5
zgrabnościach;5
zgrabnościami;5
zgrabnością;5
zgrabnościom;5
zgrabnych;5
zgrabnym;5
zgrabnymi;5
zjawisk;8
zjawiska;8
zjawiskach;8
zjawiskami;8
zjawiskiem;8
zjawiskom;8
zjawisku;8
znakomici;9
znakomita;9
znakomitą;9
znakomite;9
znakomitego;9
znakomitej;9
znakomitemu;9
znakomitych;9
znakomitym;9
znakomitymi;9
umieją;4
wytrzymywać;6
